School,Current URN,School establishment number,Measure,Measurement date,Academic year,Year group,Value,Unit,Source URL
St Richard's Church of England Primary School,102907,3183303,Pupils by curriculum year,2026-01,2025/26,Reception,11,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
St Richard's Church of England Primary School,102907,3183303,Pupils by curriculum year,2026-01,2025/26,Year 1,17,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
St Richard's Church of England Primary School,102907,3183303,Pupils by curriculum year,2026-01,2025/26,Year 2,15,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
St Richard's Church of England Primary School,102907,3183303,Pupils by curriculum year,2026-01,2025/26,Year 3,20,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
St Richard's Church of England Primary School,102907,3183303,Pupils by curriculum year,2026-01,2025/26,Year 4,22,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
St Richard's Church of England Primary School,102907,3183303,Pupils by curriculum year,2026-01,2025/26,Year 5,29,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
St Richard's Church of England Primary School,102907,3183303,Pupils by curriculum year,2026-01,2025/26,Year 6,30,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
St Stephen's C E Primary School,102915,3183319,Pupils excluding nursery,2022-05,2021/22,,416,pupils,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
St Stephen's C E Primary School,102915,3183319,Reported capacity excluding nursery,2022-05,2021/22,,420,places,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
St Stephen's C E Primary School,102915,3183319,Pupils excluding nursery,2023-05,2022/23,,413,pupils,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
St Stephen's C E Primary School,102915,3183319,Reported capacity excluding nursery,2023-05,2022/23,,420,places,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
St Stephen's C E Primary School,102915,3183319,Pupils excluding nursery,2024-05,2023/24,,419,pupils,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
St Stephen's C E Primary School,102915,3183319,Reported capacity excluding nursery,2024-05,2023/24,,420,places,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
St Stephen's C E Primary School,102915,3183319,Pupils excluding nursery,2025-05,2024/25,,417,pupils,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
St Stephen's C E Primary School,102915,3183319,Reported capacity excluding nursery,2025-05,2024/25,,420,places,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
St Stephen's C E Primary School,102915,3183319,Pupils by curriculum year,2026-01,2025/26,Reception,60,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
St Stephen's C E Primary School,102915,3183319,Pupils by curriculum year,2026-01,2025/26,Year 1,57,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
St Stephen's C E Primary School,102915,3183319,Pupils by curriculum year,2026-01,2025/26,Year 2,59,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
St Stephen's C E Primary School,102915,3183319,Pupils by curriculum year,2026-01,2025/26,Year 3,61,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
St Stephen's C E Primary School,102915,3183319,Pupils by curriculum year,2026-01,2025/26,Year 4,60,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
St Stephen's C E Primary School,102915,3183319,Pupils by curriculum year,2026-01,2025/26,Year 5,61,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
St Stephen's C E Primary School,102915,3183319,Pupils by curriculum year,2026-01,2025/26,Year 6,59,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
Stanley Primary School,102898,3182021,Pupils excluding nursery,2022-05,2021/22,,537,pupils,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
Stanley Primary School,102898,3182021,Reported capacity excluding nursery,2022-05,2021/22,,840,places,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
Stanley Primary School,102898,3182021,Pupils excluding nursery,2023-05,2022/23,,486,pupils,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
Stanley Primary School,102898,3182021,Reported capacity excluding nursery,2023-05,2022/23,,840,places,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
Stanley Primary School,102898,3182021,Pupils excluding nursery,2024-05,2023/24,,437,pupils,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
Stanley Primary School,102898,3182021,Reported capacity excluding nursery,2024-05,2023/24,,840,places,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
Stanley Primary School,102898,3182021,Pupils excluding nursery,2025-05,2024/25,,410,pupils,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
Stanley Primary School,102898,3182021,Reported capacity excluding nursery,2025-05,2024/25,,840,places,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
Stanley Primary School,102898,3182021,Pupils by curriculum year,2026-01,2025/26,Reception,43,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
Stanley Primary School,102898,3182021,Pupils by curriculum year,2026-01,2025/26,Year 1,45,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
Stanley Primary School,102898,3182021,Pupils by curriculum year,2026-01,2025/26,Year 2,35,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
Stanley Primary School,102898,3182021,Pupils by curriculum year,2026-01,2025/26,Year 3,45,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
Stanley Primary School,102898,3182021,Pupils by curriculum year,2026-01,2025/26,Year 4,64,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
Stanley Primary School,102898,3182021,Pupils by curriculum year,2026-01,2025/26,Year 5,69,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
Stanley Primary School,102898,3182021,Pupils by curriculum year,2026-01,2025/26,Year 6,58,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
The Russell Primary School,102896,3182019,Pupils excluding nursery,2022-05,2021/22,,202,pupils,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
The Russell Primary School,102896,3182019,Reported capacity excluding nursery,2022-05,2021/22,,240,places,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
The Russell Primary School,102896,3182019,Pupils excluding nursery,2023-05,2022/23,,207,pupils,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
The Russell Primary School,102896,3182019,Reported capacity excluding nursery,2023-05,2022/23,,240,places,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
The Russell Primary School,102896,3182019,Pupils excluding nursery,2024-05,2023/24,,190,pupils,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
The Russell Primary School,102896,3182019,Reported capacity excluding nursery,2024-05,2023/24,,240,places,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
The Russell Primary School,102896,3182019,Pupils excluding nursery,2025-05,2024/25,,188,pupils,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
The Russell Primary School,102896,3182019,Reported capacity excluding nursery,2025-05,2024/25,,240,places,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
The Russell Primary School,102896,3182019,Pupils by curriculum year,2026-01,2025/26,Reception,18,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
The Russell Primary School,102896,3182019,Pupils by curriculum year,2026-01,2025/26,Year 1,27,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
The Russell Primary School,102896,3182019,Pupils by curriculum year,2026-01,2025/26,Year 2,27,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
The Russell Primary School,102896,3182019,Pupils by curriculum year,2026-01,2025/26,Year 3,29,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
The Russell Primary School,102896,3182019,Pupils by curriculum year,2026-01,2025/26,Year 4,25,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
The Russell Primary School,102896,3182019,Pupils by curriculum year,2026-01,2025/26,Year 5,29,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
The Russell Primary School,102896,3182019,Pupils by curriculum year,2026-01,2025/26,Year 6,30,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
The Vineyard School,102906,3182037,Pupils excluding nursery,2022-05,2021/22,,621,pupils,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
The Vineyard School,102906,3182037,Reported capacity excluding nursery,2022-05,2021/22,,630,places,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
The Vineyard School,102906,3182037,Pupils excluding nursery,2023-05,2022/23,,612,pupils,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
The Vineyard School,102906,3182037,Reported capacity excluding nursery,2023-05,2022/23,,630,places,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
The Vineyard School,102906,3182037,Pupils excluding nursery,2024-05,2023/24,,594,pupils,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
The Vineyard School,102906,3182037,Reported capacity excluding nursery,2024-05,2023/24,,630,places,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
The Vineyard School,102906,3182037,Pupils excluding nursery,2025-05,2024/25,,571,pupils,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
The Vineyard School,102906,3182037,Reported capacity excluding nursery,2025-05,2024/25,,630,places,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
The Vineyard School,102906,3182037,Pupils by curriculum year,2026-01,2025/26,Reception,57,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
The Vineyard School,102906,3182037,Pupils by curriculum year,2026-01,2025/26,Year 1,63,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
The Vineyard School,102906,3182037,Pupils by curriculum year,2026-01,2025/26,Year 2,78,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
The Vineyard School,102906,3182037,Pupils by curriculum year,2026-01,2025/26,Year 3,71,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
The Vineyard School,102906,3182037,Pupils by curriculum year,2026-01,2025/26,Year 4,76,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
The Vineyard School,102906,3182037,Pupils by curriculum year,2026-01,2025/26,Year 5,85,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
The Vineyard School,102906,3182037,Pupils by curriculum year,2026-01,2025/26,Year 6,86,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
Thomson House School,139549,3182005,Pupils excluding nursery,2022-05,2021/22,,365,pupils,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
Thomson House School,139549,3182005,Reported capacity excluding nursery,2022-05,2021/22,,420,places,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
Thomson House School,139549,3182005,Pupils excluding nursery,2023-05,2022/23,,375,pupils,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
Thomson House School,139549,3182005,Reported capacity excluding nursery,2023-05,2022/23,,420,places,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
Thomson House School,139549,3182005,Pupils excluding nursery,2024-05,2023/24,,369,pupils,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
Thomson House School,139549,3182005,Reported capacity excluding nursery,2024-05,2023/24,,420,places,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
Thomson House School,139549,3182005,Pupils excluding nursery,2025-05,2024/25,,364,pupils,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
Thomson House School,139549,3182005,Reported capacity excluding nursery,2025-05,2024/25,,420,places,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
Thomson House School,139549,3182005,Pupils by curriculum year,2026-01,2025/26,Reception,60,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
Thomson House School,139549,3182005,Pupils by curriculum year,2026-01,2025/26,Year 1,51,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
Thomson House School,139549,3182005,Pupils by curriculum year,2026-01,2025/26,Year 2,54,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
Thomson House School,139549,3182005,Pupils by curriculum year,2026-01,2025/26,Year 3,51,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
Thomson House School,139549,3182005,Pupils by curriculum year,2026-01,2025/26,Year 4,45,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
Thomson House School,139549,3182005,Pupils by curriculum year,2026-01,2025/26,Year 5,50,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
Thomson House School,139549,3182005,Pupils by curriculum year,2026-01,2025/26,Year 6,55,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
Trafalgar Infant School,102901,3182024,Pupils excluding nursery,2022-05,2021/22,,221,pupils,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
Trafalgar Infant School,102901,3182024,Reported capacity excluding nursery,2022-05,2021/22,,270,places,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
Trafalgar Infant School,102901,3182024,Pupils excluding nursery,2023-05,2022/23,,188,pupils,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
Trafalgar Infant School,102901,3182024,Reported capacity excluding nursery,2023-05,2022/23,,270,places,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
Trafalgar Infant School,102901,3182024,Pupils excluding nursery,2024-05,2023/24,,149,pupils,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
Trafalgar Infant School,102901,3182024,Reported capacity excluding nursery,2024-05,2023/24,,270,places,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
Trafalgar Infant School,102901,3182024,Pupils excluding nursery,2025-05,2024/25,,136,pupils,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
Trafalgar Infant School,102901,3182024,Reported capacity excluding nursery,2025-05,2024/25,,270,places,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
Trafalgar Infant School,102901,3182024,Pupils by curriculum year,2026-01,2025/26,Reception,42,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
Trafalgar Infant School,102901,3182024,Pupils by curriculum year,2026-01,2025/26,Year 1,49,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
Trafalgar Infant School,102901,3182024,Pupils by curriculum year,2026-01,2025/26,Year 2,42,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
Trafalgar Infant School,102901,3182024,Pupils by curriculum year,2026-01,2025/26,Year 3,0,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
Trafalgar Infant School,102901,3182024,Pupils by curriculum year,2026-01,2025/26,Year 4,0,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
Trafalgar Infant School,102901,3182024,Pupils by curriculum year,2026-01,2025/26,Year 5,0,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
Trafalgar Infant School,102901,3182024,Pupils by curriculum year,2026-01,2025/26,Year 6,0,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
Trafalgar Junior School,102900,3182023,Pupils excluding nursery,2022-05,2021/22,,293,pupils,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
Trafalgar Junior School,102900,3182023,Reported capacity excluding nursery,2022-05,2021/22,,360,places,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
Trafalgar Junior School,102900,3182023,Pupils excluding nursery,2023-05,2022/23,,293,pupils,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
Trafalgar Junior School,102900,3182023,Reported capacity excluding nursery,2023-05,2022/23,,360,places,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
Trafalgar Junior School,102900,3182023,Pupils excluding nursery,2024-05,2023/24,,305,pupils,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
Trafalgar Junior School,102900,3182023,Reported capacity excluding nursery,2024-05,2023/24,,360,places,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
Trafalgar Junior School,102900,3182023,Pupils excluding nursery,2025-05,2024/25,,287,pupils,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
Trafalgar Junior School,102900,3182023,Reported capacity excluding nursery,2025-05,2024/25,,360,places,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
Trafalgar Junior School,102900,3182023,Pupils by curriculum year,2026-01,2025/26,Reception,0,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
Trafalgar Junior School,102900,3182023,Pupils by curriculum year,2026-01,2025/26,Year 1,0,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
Trafalgar Junior School,102900,3182023,Pupils by curriculum year,2026-01,2025/26,Year 2,0,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
Trafalgar Junior School,102900,3182023,Pupils by curriculum year,2026-01,2025/26,Year 3,43,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
Trafalgar Junior School,102900,3182023,Pupils by curriculum year,2026-01,2025/26,Year 4,60,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
Trafalgar Junior School,102900,3182023,Pupils by curriculum year,2026-01,2025/26,Year 5,82,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
Trafalgar Junior School,102900,3182023,Pupils by curriculum year,2026-01,2025/26,Year 6,89,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
Twickenham Primary Academy,142122,3182025,Pupils excluding nursery,2022-05,2021/22,,401,pupils,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
Twickenham Primary Academy,142122,3182025,Reported capacity excluding nursery,2022-05,2021/22,,420,places,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
Twickenham Primary Academy,142122,3182025,Pupils excluding nursery,2023-05,2022/23,,401,pupils,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
Twickenham Primary Academy,142122,3182025,Reported capacity excluding nursery,2023-05,2022/23,,420,places,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
Twickenham Primary Academy,142122,3182025,Pupils excluding nursery,2024-05,2023/24,,408,pupils,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
Twickenham Primary Academy,142122,3182025,Reported capacity excluding nursery,2024-05,2023/24,,420,places,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
Twickenham Primary Academy,142122,3182025,Pupils excluding nursery,2025-05,2024/25,,395,pupils,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
Twickenham Primary Academy,142122,3182025,Reported capacity excluding nursery,2025-05,2024/25,,420,places,https://explore-education-statistics.service.gov.uk/data-catalogue/data-set/d99443e1-1258-4894-b705-5bfb51751a37
Twickenham Primary Academy,142122,3182025,Pupils by curriculum year,2026-01,2025/26,Reception,41,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
Twickenham Primary Academy,142122,3182025,Pupils by curriculum year,2026-01,2025/26,Year 1,48,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
Twickenham Primary Academy,142122,3182025,Pupils by curriculum year,2026-01,2025/26,Year 2,58,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
Twickenham Primary Academy,142122,3182025,Pupils by curriculum year,2026-01,2025/26,Year 3,55,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
Twickenham Primary Academy,142122,3182025,Pupils by curriculum year,2026-01,2025/26,Year 4,58,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
Twickenham Primary Academy,142122,3182025,Pupils by curriculum year,2026-01,2025/26,Year 5,60,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
Twickenham Primary Academy,142122,3182025,Pupils by curriculum year,2026-01,2025/26,Year 6,60,pupils,https://explore-education-statistics.service.gov.uk/find-statistics/school-pupils-and-their-characteristics/2025-26/explore
